,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu064580,0.533342999,-0.024910705,0.290624268,-0.046972629,0.030193154,0.185522579,0.385737398,0.33367797,-0.162808282,-0.049863938,0.39207742,-0.095641855,0.010045849,0.301771373,-0.018513288,0.048894997,-0.170520603,-0.165233606,-0.029253805,-0.036252939,0.17572121,0.222661205,-0.273850998,-0.410095546,-0.427030126,0.287750751,-0.309630253,-0.475090555,-0.349459516,-0.510461479,-0.47753489,-0.411349696,-0.413619104
Otu064581,0.525871874,-0.043432703,0.275066373,-0.036600913,0.022673194,0.178521117,0.392270645,0.342462093,-0.156967053,-0.04506793,0.384460792,-0.100021732,0.008448703,0.297902567,-0.029364995,0.041605913,-0.166974398,-0.152081017,-0.023767979,-0.023248761,0.17455496,0.20799644,-0.264290532,-0.40059124,-0.425101613,0.30059831,-0.315227282,-0.473276285,-0.348520061,-0.500375448,-0.472005986,-0.417154994,-0.413126936
Otu064625,0.564027637,-0.127157232,0.201122659,-0.101194219,-0.082550439,0.085909325,0.401190219,0.410862658,-0.279433632,-0.09722579,0.429877357,-0.174388399,-0.070041466,0.380385548,-0.015381764,-0.089151385,-0.074402063,-0.090801145,0.032248036,-0.181292821,0.327173712,0.308307773,-0.247758617,-0.500650841,-0.395111324,0.260147324,-0.292125091,-0.471796786,-0.326932635,-0.482182154,-0.48025044,-0.426019578,-0.412364869
Otu064684,0.524186724,-0.093757757,0.177331735,-0.095290392,-0.068957131,0.123790005,0.37757603,0.42070677,-0.184573886,-0.04819031,0.353709514,-0.154608784,-0.05679627,0.311928133,-0.003366366,-0.030460586,-0.086356769,-0.115903602,-0.035467735,-0.156317254,0.276623412,0.261290586,-0.251314784,-0.448569245,-0.377237805,0.277710819,-0.225665914,-0.481956427,-0.350101526,-0.476144189,-0.511335562,-0.432888395,-0.370931566
Otu064729,0.534427684,-0.080589373,0.158804584,-0.117348026,-0.050975234,0.135841787,0.402564699,0.355065794,-0.238513566,-0.160694358,0.440915444,-0.176957245,-0.034373347,0.333661512,0.002321199,0.006909695,-0.085411988,-0.114692155,-0.087259924,-0.115801252,0.206783287,0.170630087,-0.258003321,-0.472750184,-0.417965986,0.289564739,-0.274620532,-0.498322681,-0.346438205,-0.512271183,-0.504827022,-0.444763189,-0.413640523
Otu064734,0.527977906,-0.116289986,0.15132753,-0.118763938,-0.078344888,0.130289734,0.394727713,0.397965929,-0.159995948,-0.051713827,0.35568223,-0.156253682,-0.047986163,0.310777176,-0.010966987,-0.005254526,-0.072986009,-0.095067862,-0.042655182,-0.134222447,0.259406104,0.224426026,-0.259061415,-0.448835218,-0.394466472,0.304509513,-0.247332931,-0.492893848,-0.374909988,-0.491898395,-0.52101672,-0.449913029,-0.381922761
Otu064793,0.551080678,-0.075291763,0.225796532,-0.089504782,-0.009200537,0.184716259,0.394354516,0.328042495,-0.172371274,-0.084990689,0.413527961,-0.161689732,-0.019882906,0.328348404,0.032896879,0.069722684,-0.180541794,-0.169191678,-0.083762064,-0.005919564,0.17079802,0.163111626,-0.28016031,-0.427450543,-0.439763227,0.336471402,-0.31176257,-0.521124739,-0.391226225,-0.536750323,-0.508359876,-0.47236753,-0.4356674
Otu064821,0.54314447,-0.072311122,0.226203738,-0.087657023,-0.029491814,0.166047576,0.397233453,0.325674444,-0.202469923,-0.101150568,0.410386947,-0.171519179,-0.04052552,0.327692785,0.024255029,0.035475308,-0.159437428,-0.155805662,-0.070540644,-0.050438619,0.182396731,0.17839736,-0.270731372,-0.440041356,-0.423656121,0.323687942,-0.303479929,-0.500265199,-0.370122422,-0.517984795,-0.493391662,-0.442146881,-0.413315314
Otu064822,0.544860659,-0.085194692,0.216943784,-0.109114316,-0.044351079,0.163396235,0.394084202,0.318254329,-0.201673545,-0.100904615,0.408678373,-0.181955761,-0.040493978,0.323320514,0.035974127,0.027548265,-0.1425678,-0.143550531,-0.076484411,-0.062449468,0.194774626,0.18149144,-0.259045346,-0.459138798,-0.41504177,0.322658535,-0.296337331,-0.500524361,-0.373203935,-0.511888461,-0.49887412,-0.44351553,-0.408796747
Otu064848,0.554004803,-0.194982642,0.167887048,-0.177659668,-0.115078797,0.100087937,0.4034152,0.400337287,-0.280833396,-0.138949463,0.360283241,-0.25792023,-0.089625933,0.373205233,0.106491631,-0.017855992,-0.051894703,-0.078797703,-0.061756116,-0.119233348,0.324326888,0.298120491,-0.235750754,-0.528916279,-0.356036022,0.27135203,-0.250809368,-0.473508483,-0.310533986,-0.468249498,-0.474646944,-0.455728741,-0.363935172
Otu064849,0.548929976,-0.2021639,0.187590118,-0.169336081,-0.116316303,0.087046343,0.418766325,0.405349854,-0.296078623,-0.133842892,0.35078855,-0.258389614,-0.094523771,0.376217146,0.092671012,-0.01826077,-0.056649347,-0.080995919,-0.050462355,-0.113766122,0.32299093,0.305725732,-0.24365418,-0.530898705,-0.354058786,0.276789534,-0.260801117,-0.462871398,-0.298666373,-0.461967045,-0.456320917,-0.447919941,-0.357011503
Otu064877,0.525176602,-0.104456176,0.174601292,-0.129914633,-0.083159562,0.11835082,0.393657643,0.392940125,-0.175206805,-0.044881851,0.364974613,-0.164109448,-0.068583908,0.306508616,0.004645138,-0.011416437,-0.078405848,-0.095158885,-0.044918769,-0.13515212,0.261085071,0.219693501,-0.262077094,-0.446978784,-0.391646011,0.308213518,-0.265813028,-0.483515858,-0.367779674,-0.497358494,-0.506024974,-0.437574516,-0.372759859
Otu064879,0.542371669,-0.115970419,0.168228823,-0.102727691,-0.074705978,0.132905873,0.402757595,0.406860283,-0.168398987,-0.031347677,0.3564672,-0.151067238,-0.048114223,0.300116192,0.014161953,-0.009292076,-0.095761675,-0.113958814,-0.055030136,-0.118696611,0.261502145,0.222304556,-0.279306401,-0.446972603,-0.397553735,0.306129259,-0.253176888,-0.500853833,-0.389369318,-0.49852195,-0.518824043,-0.462913317,-0.38830962
Otu064923,0.563623257,-0.188386219,0.181447604,-0.163598867,-0.1122419,0.092523481,0.410002032,0.405021945,-0.29465762,-0.144106651,0.373971327,-0.246235188,-0.084471309,0.378619231,0.080709696,-0.027809523,-0.052233267,-0.078057596,-0.051879411,-0.136245471,0.323251022,0.303433722,-0.238522592,-0.53708879,-0.366762881,0.266937671,-0.262149053,-0.476612483,-0.310215072,-0.473907393,-0.475719258,-0.451950149,-0.378484444
Otu065005,0.551800841,-0.082162132,0.158610231,-0.102192072,-0.04839464,0.168912908,0.404889347,0.338166442,-0.223691117,-0.152613676,0.436095682,-0.171743642,-0.014400539,0.350774034,0.023329502,0.027234017,-0.110435874,-0.122767691,-0.100614875,-0.080340289,0.192605365,0.162223291,-0.267629366,-0.448658705,-0.442861336,0.29359108,-0.281295453,-0.522008708,-0.37672668,-0.529454221,-0.530107067,-0.470070262,-0.438771364
Otu065007,0.533051956,-0.11590875,0.162301058,-0.120910459,-0.089075331,0.127502071,0.420583941,0.392101752,-0.174230483,-0.03731037,0.362232586,-0.155910253,-0.056300895,0.303995702,0.008821926,-0.009146603,-0.082841873,-0.096133438,-0.05732128,-0.116138519,0.252700169,0.1960562,-0.272619443,-0.437263064,-0.394407038,0.325361743,-0.260878874,-0.491143149,-0.384858847,-0.501118589,-0.510332871,-0.45091263,-0.380387805
Otu065044,0.548544328,-0.032023902,0.198786766,-0.083197037,-0.007983767,0.159570899,0.374651465,0.380757447,-0.169312483,-0.092296231,0.394863875,-0.116627913,-0.056036093,0.275595993,0.002901769,0.01759523,-0.095491537,-0.122597356,-0.049307752,-0.123300628,0.198560614,0.204664862,-0.28569697,-0.433520454,-0.427117186,0.265421934,-0.288838332,-0.493231537,-0.371427698,-0.523724365,-0.516976358,-0.433080829,-0.404331699
Otu065050,0.54835471,-0.053286313,0.217439805,-0.056017373,-0.02256197,0.147144972,0.401733479,0.405243401,-0.168298499,-0.036086154,0.387766753,-0.107853006,-0.028110383,0.292597721,-0.020664445,-0.014694463,-0.124220175,-0.145059912,-0.033090821,-0.126575058,0.234474031,0.232225087,-0.294752463,-0.432875368,-0.419185694,0.2820726,-0.269790364,-0.498694114,-0.375879708,-0.510585561,-0.516782348,-0.440057375,-0.406144958
Otu065051,0.52442964,-0.069883529,0.199603618,-0.071664486,-0.047002612,0.131645266,0.396440041,0.406532155,-0.177733101,-0.037907381,0.372717364,-0.116569861,-0.034753991,0.301539219,-0.046834557,-0.037164843,-0.087190449,-0.107824143,-0.003975964,-0.156273677,0.257356843,0.257899206,-0.253991575,-0.43529111,-0.389739354,0.281188692,-0.254759438,-0.471549435,-0.348298714,-0.477144646,-0.502436126,-0.418127947,-0.382161762
Otu065110,0.556966713,-0.08647441,0.182120227,-0.093064087,-0.049788257,0.172334265,0.436250693,0.380395803,-0.136514796,-0.049332708,0.381333894,-0.182610188,-0.048326111,0.304344347,0.051287914,0.020586075,-0.137602452,-0.135722636,-0.07321977,-0.095978411,0.223580962,0.194893648,-0.307081936,-0.405951508,-0.423350257,0.343523986,-0.289096893,-0.531311154,-0.40805056,-0.539827263,-0.526475576,-0.478186012,-0.387429322
Otu065114,0.430243191,0.025494317,0.146124556,0.017688953,-0.00551937,0.203019714,0.315256435,0.059880349,-0.149757814,-0.225680894,0.513135256,-0.11596669,0.050552805,0.239168955,0.082422374,-0.009454998,-0.306332119,-0.357104607,-0.267021366,-0.123093455,0.050392906,-0.077393082,-0.236423173,-0.211996691,-0.3602517,0.127878309,-0.144180294,-0.528323885,-0.356154827,-0.468543833,-0.410567421,-0.340573015,-0.285066951
Otu065123,0.560790113,-0.009796153,0.266241508,-0.010065592,0.037305476,0.193017271,0.413949203,0.365848512,-0.185677802,-0.070594706,0.417191042,-0.092131701,0.058925166,0.304851528,-0.026792881,0.028539444,-0.135815043,-0.147334211,-0.057199131,-0.101277612,0.191440384,0.222910628,-0.286237277,-0.420146043,-0.455545387,0.269840826,-0.311994118,-0.515477827,-0.382108152,-0.535109454,-0.50518964,-0.45786723,-0.442718847
Otu065124,0.483481933,0.086894134,0.28604722,0.204252521,0.143843771,0.226487676,0.353476263,0.182430902,-0.111427663,-0.06621119,0.53982445,0.058359484,0.108808075,0.205873714,-0.141053448,-0.07070773,-0.235562955,-0.237305535,-0.030618471,-0.076792555,0.036169342,0.089982439,-0.211728628,-0.204097154,-0.464970228,0.098693566,-0.294430365,-0.423969306,-0.347166297,-0.500666128,-0.420897423,-0.328261167,-0.385827325
Otu065126,0.518066536,0.003289955,0.213596385,0.056938281,0.048368606,0.133206657,0.353212265,0.340077139,-0.145840894,-0.122121481,0.441860268,-0.02960236,0.016509503,0.292040815,-0.148234217,-0.020215058,-0.131144075,-0.150281222,0.010250999,-0.122999059,0.121616213,0.139151835,-0.307337595,-0.394916283,-0.463699219,0.230947956,-0.300946451,-0.459550087,-0.336842584,-0.506002358,-0.453100541,-0.35759596,-0.42867197
Otu065175,0.600385244,-0.101701041,0.278041956,-0.055889013,-0.002032168,0.140059251,0.411552494,0.404690988,-0.259695398,-0.102361735,0.394532353,-0.156563327,-0.042040282,0.384000066,0.028088256,-0.006358475,-0.135019103,-0.150629863,0.000667477,-0.100512436,0.283844067,0.32113768,-0.27651357,-0.498525798,-0.420806778,0.258644002,-0.307138542,-0.498817996,-0.339988429,-0.51195472,-0.487590542,-0.459568661,-0.437932528
Otu065176,0.598653612,-0.123711557,0.264222445,-0.086218158,-0.029612516,0.131064692,0.409442425,0.408476868,-0.258687174,-0.096671312,0.382586058,-0.179121666,-0.049677593,0.38122613,0.051129176,-0.016491899,-0.115634737,-0.134235979,-0.013669189,-0.115492749,0.30677934,0.329913604,-0.262179232,-0.518047509,-0.404713703,0.26271991,-0.293043439,-0.49845614,-0.338141694,-0.501987162,-0.494048647,-0.46223022,-0.424704072
Otu065220,0.523684421,-0.149927647,0.15406363,-0.10912928,-0.103837331,0.114249302,0.383715483,0.404836967,-0.166904482,-0.046426456,0.316379582,-0.16516171,-0.061244625,0.309286908,0.007894282,-0.010890165,-0.06944021,-0.076608587,-0.051871313,-0.121494637,0.273862649,0.232457341,-0.247882465,-0.430581796,-0.375705555,0.281627129,-0.235267011,-0.480752971,-0.359277145,-0.476217551,-0.500875101,-0.440697501,-0.363474866
Otu065275,0.537877823,-0.049870195,0.2534395,-0.052859786,0.009752896,0.181221623,0.401701845,0.334631575,-0.17546462,-0.068280508,0.398301828,-0.1351506,-0.012250171,0.313001605,-0.000696295,0.053762875,-0.191353802,-0.179973318,-0.054869692,-0.025421669,0.176471923,0.192786221,-0.279228425,-0.412921398,-0.428981677,0.325281003,-0.310302545,-0.496041759,-0.368224989,-0.518491021,-0.488704619,-0.438090242,-0.418933809
Otu065277,0.533882716,-0.033769755,0.261974582,-0.040358031,0.01893583,0.192327272,0.410273383,0.317677717,-0.161830996,-0.07031469,0.416849433,-0.127953743,0.017295744,0.333430569,-0.0356265,0.042507644,-0.164871431,-0.148397842,-0.028481626,-0.067872841,0.186180391,0.207082261,-0.245892708,-0.390319338,-0.423450736,0.320361069,-0.312769811,-0.498203062,-0.36432234,-0.523569646,-0.483849154,-0.434769292,-0.409448946
Otu065318,0.429739573,-0.051871433,0.158632278,0.039326157,-0.048359936,0.101686251,0.314178488,0.140914929,-0.242138337,-0.290290355,0.556507915,-0.177929644,0.071240154,0.281224912,-0.027185774,-0.058810767,-0.149177597,-0.213889741,-0.16884657,-0.23005409,0.10668856,0.050526254,-0.21747424,-0.309638077,-0.35831049,0.21202918,-0.222452558,-0.38244453,-0.277589354,-0.502896321,-0.350726414,-0.271183754,-0.287304094
Otu065319,0.531381779,-0.05635219,0.189912195,-0.113782361,-0.03353078,0.168825824,0.412879227,0.339617675,-0.211525154,-0.121389751,0.423992394,-0.13877072,0.01727484,0.31830248,0.013057557,0.047122398,-0.101525542,-0.128311103,-0.12301888,-0.087335235,0.188368453,0.172411227,-0.275032869,-0.448745784,-0.425827092,0.280111069,-0.2634243,-0.506596608,-0.359953608,-0.523969302,-0.52061703,-0.45753234,-0.413666188
Otu065320,0.542160353,-0.089718947,0.129624951,-0.103537933,-0.051157345,0.145152631,0.398499157,0.335527403,-0.238463454,-0.18016863,0.4611869,-0.166070109,-0.013675978,0.363546936,-0.013290928,0.009640229,-0.087428073,-0.106698828,-0.072529558,-0.105688665,0.20278122,0.158667928,-0.267189703,-0.452996755,-0.43428307,0.286343277,-0.2847385,-0.502783125,-0.360654618,-0.523408586,-0.501712678,-0.449952561,-0.436055775
Otu065321,0.494547053,-0.002266302,0.095615674,0.101328741,0.015481006,0.111822416,0.275731567,0.141482576,-0.211335158,-0.232192786,0.64421933,-0.079628763,0.066243352,0.221961781,-0.120949369,-0.122386963,-0.114673386,-0.171855282,-0.062584509,-0.204130176,0.078085224,0.096471734,-0.268413913,-0.306730573,-0.44147931,0.167073605,-0.294216279,-0.346650054,-0.301770322,-0.518225936,-0.400600861,-0.330608074,-0.421507477
Otu065341,0.56202108,-0.101253425,0.192697653,-0.060098255,-0.03946953,0.138468798,0.350548405,0.321134287,-0.2431763,-0.152331837,0.451581474,-0.187751008,-0.027867923,0.304537568,0.060114658,-0.03432506,-0.094660149,-0.141114951,-0.075943178,-0.104630082,0.255161062,0.251614674,-0.264350265,-0.398525545,-0.367415421,0.245633242,-0.277824798,-0.440878813,-0.350751849,-0.529097127,-0.493113066,-0.408849073,-0.394711805
Otu065365,0.505027191,-0.014461422,0.220265091,0.023244777,0.042061973,0.161454677,0.394728432,0.342287792,-0.150761311,-0.079353415,0.423519558,-0.052171566,0.041889396,0.291080813,-0.08654552,0.036434204,-0.175567286,-0.164331445,-0.035772312,-0.047008853,0.150239631,0.158508889,-0.317837256,-0.361075751,-0.465571886,0.268645032,-0.323245137,-0.464370046,-0.340874032,-0.519402238,-0.462472309,-0.391881715,-0.416501438
Otu065436,0.549086624,-0.060464542,0.17710213,-0.089467611,-0.02631023,0.164029076,0.403157021,0.336297117,-0.220217093,-0.144238161,0.449760739,-0.149469444,-0.00455965,0.345657985,-0.005921263,0.014637745,-0.112328258,-0.130179952,-0.083344381,-0.100456533,0.201344805,0.172000191,-0.25345264,-0.453908172,-0.432867969,0.288573659,-0.28085698,-0.516160765,-0.367003067,-0.524393207,-0.525133206,-0.460962581,-0.439746653
Otu065437,0.529545479,0.101980228,0.128936949,0.052925693,0.128723495,0.24949126,0.457323494,0.138981298,-0.159942792,-0.143259229,0.508171799,-0.114463135,0.023595743,0.413315816,-0.193649009,0.036656709,-0.25239218,-0.271748949,0.045717461,-0.0601786,0.090390319,-0.01673197,-0.272174157,-0.275618694,-0.520086731,0.337718406,-0.361557104,-0.507842654,-0.399779824,-0.541588735,-0.457022467,-0.464153674,-0.394997063
Otu065438,0.526131163,-0.092091266,0.160973194,-0.111574687,-0.06174889,0.117069214,0.379917289,0.357438823,-0.261756934,-0.168405431,0.448953611,-0.172120973,-0.029149478,0.346334224,-0.01909305,-0.015620364,-0.069541223,-0.100942324,-0.059898789,-0.129943452,0.220986869,0.188752561,-0.249048026,-0.470834758,-0.410621054,0.254487171,-0.265906404,-0.480619527,-0.328496843,-0.500375448,-0.479203323,-0.42239125,-0.410430676
Otu065443,0.515966696,-0.000177887,0.196856643,0.023434551,0.033203806,0.192679723,0.433883589,0.313381758,-0.137610701,-0.099910501,0.459535684,-0.073508736,0.058556126,0.300986221,-0.093043756,0.037150795,-0.172202646,-0.156875019,-0.060101385,-0.085718343,0.131579341,0.132315725,-0.306478317,-0.343040203,-0.471746549,0.296144561,-0.317971896,-0.508352458,-0.372886917,-0.543046238,-0.49996937,-0.430689781,-0.417477225
Otu065521,0.526618137,-0.129538345,0.129695375,-0.1571808,-0.10911873,0.099990441,0.40060045,0.415188139,-0.195040145,-0.064017968,0.383080876,-0.190587621,-0.077039804,0.306316884,0.011434745,-0.038651627,-0.053791269,-0.079451002,-0.049547612,-0.169913032,0.295158754,0.234133916,-0.251330383,-0.476409411,-0.377783663,0.309652529,-0.254506903,-0.48840199,-0.360601124,-0.485636264,-0.516882417,-0.450518177,-0.372033295
Otu065544,0.555419829,-0.051018115,0.253051311,-0.057088851,0.002468016,0.158197155,0.414801004,0.359700501,-0.194366166,-0.060929068,0.426496632,-0.113913574,-0.020210343,0.31846796,-0.016774309,0.013241619,-0.148422139,-0.141219265,-0.033756347,-0.060641946,0.203838686,0.192178354,-0.267061097,-0.428435825,-0.43236544,0.313978573,-0.32701691,-0.497879372,-0.370864307,-0.524631107,-0.493906792,-0.449893204,-0.435663357
Otu065691,0.558809961,-0.192211842,0.179487852,-0.168559982,-0.109219853,0.101023918,0.413408596,0.400888776,-0.284343043,-0.137061846,0.358754103,-0.250870617,-0.089258151,0.370252013,0.101304643,-0.020145314,-0.059166849,-0.083423282,-0.054692202,-0.114738633,0.321732288,0.301131798,-0.238515195,-0.529236748,-0.358424818,0.273846047,-0.256681479,-0.470039551,-0.307739359,-0.467538536,-0.471700405,-0.448678726,-0.367749912
Otu065693,0.561904806,-0.216465349,0.226274354,-0.0971467,-0.075745039,0.145301659,0.481549913,0.382921678,-0.241814508,-0.024720665,0.25776792,-0.33896387,-0.235841153,0.464336704,-0.015465168,-0.061486085,-0.210366702,-0.165326734,0.131005555,0.016566485,0.273055664,0.175159676,-0.203219569,-0.470277826,-0.357345764,0.456002614,-0.301721558,-0.532788023,-0.267563704,-0.352181985,-0.380411846,-0.509416811,-0.372564316
Otu065726,0.574381776,-0.163190651,0.210322886,-0.159242426,-0.083564631,0.105467481,0.403929674,0.392543659,-0.275962102,-0.12909679,0.385201784,-0.228329813,-0.070566925,0.363938669,0.075139508,-0.02148126,-0.06613312,-0.098224893,-0.04349398,-0.137609376,0.317215998,0.30767065,-0.245228046,-0.550786629,-0.378658521,0.266670496,-0.274498875,-0.482416337,-0.323822523,-0.485948755,-0.482973287,-0.447965519,-0.389986345
Otu065824,0.53680208,-0.011064343,0.217693228,-0.03949505,0.021657935,0.196191355,0.401187385,0.319751892,-0.184298568,-0.131403925,0.451461035,-0.127106149,0.03900507,0.329186688,-0.041710752,0.042821627,-0.143001322,-0.160571396,-0.084048892,-0.106359021,0.163927559,0.169181453,-0.253166087,-0.409702528,-0.433422324,0.286189772,-0.270570234,-0.526220424,-0.372024495,-0.537296841,-0.513724292,-0.4539817,-0.426221945
Otu065915,0.511385426,-0.089031799,0.126913277,-0.125386139,-0.071465399,0.159139811,0.372913037,0.343580444,-0.157324994,-0.094139539,0.349558784,-0.149636699,-0.058349781,0.286898022,0.03498991,0.040207285,-0.070606345,-0.081457719,-0.082843907,-0.090197485,0.198790964,0.170474392,-0.274969714,-0.396797614,-0.400530723,0.282540415,-0.262661675,-0.475742396,-0.373662319,-0.501096825,-0.503838113,-0.435835068,-0.365747209
Otu066024,0.551964736,-0.032024896,0.209149772,-0.064868976,-0.007374326,0.150866963,0.385926275,0.403671148,-0.197077599,-0.101499037,0.409186178,-0.111029271,-0.065009692,0.32136935,-0.026755143,-0.001945408,-0.091111622,-0.11305197,-0.007632926,-0.133347613,0.20979819,0.232392246,-0.277430818,-0.422038799,-0.427594774,0.264064269,-0.291125131,-0.486541726,-0.351240637,-0.519996708,-0.508285403,-0.430068687,-0.413212494
